iter	MAE
324	0.08377157262
325	0.08373029784
326	0.08368537462
327	0.08363304261
328	0.083605756
329	0.08356600346
330	0.08354069727
331	0.0835033336
332	0.08345123116
333	0.0833746411
334	0.08332388751
335	0.08325902109
336	0.0831975263
337	0.08308607177
338	0.08300502942
339	0.08297988357
340	0.08295997815
341	0.08293248043
342	0.08288768901
343	0.08284081077
344	0.08277882906
345	0.08273104866
346	0.08267511819
347	0.08260599785
348	0.08255436506
349	0.08252726982
350	0.082485536
351	0.0824501049
352	0.08241414046
353	0.08238108467
354	0.08234169084
355	0.08232644017
356	0.08230141943
357	0.08226343839
358	0.08222779957
359	0.08219011459
360	0.08215472028
361	0.08212114304
362	0.08208730128
363	0.08205492844
364	0.0819805678
365	0.08193741249
366	0.08184090539
367	0.08179601989
368	0.08170833306
369	0.08166154767
370	0.08162190243
371	0.08156741488
372	0.08154655604
373	0.0815022037
374	0.08144965852
375	0.08142091974
376	0.08134153931
377	0.08130615166
378	0.08127033523
379	0.08122727705
380	0.08120049476
381	0.08116852617
382	0.08112353305
383	0.08106618009
384	0.08103997259
385	0.0810052579
386	0.08095678051
387	0.08094323693
388	0.08090781668
389	0.08087819673
390	0.08084111805
391	0.08075325151
392	0.08071105747
393	0.08066164266
394	0.08064022713
395	0.0805866544
396	0.0805589
397	0.08054252431
398	0.08049589212
399	0.08047132617
400	0.08043727711
401	0.08041693487
402	0.08039693733
403	0.08031233552
404	0.08028696498
405	0.08025484358
406	0.08021245082
407	0.08015891585
408	0.08014550121
409	0.08009835258
410	0.08008167829
411	0.08006578661
412	0.08002398645
413	0.07999084506
414	0.07996358927
415	0.07989976923
416	0.07987600419
417	0.07986209865
418	0.07981062162
419	0.07978694389
420	0.07974015013
421	0.07970203215
422	0.07968144827
423	0.07966100754
424	0.07965072681
425	0.07962475822
426	0.07961321035
427	0.07960035714
428	0.07957649786
429	0.07953788558
430	0.0795286997
431	0.07951703833
432	0.07948318642
433	0.07944978981
434	0.07940658008
435	0.07938985289
436	0.07938214326
437	0.07935632371
438	0.07933524811
439	0.0793051721
440	0.07925245112
441	0.07919890434
442	0.07913617594
443	0.07910991452
444	0.07909711194
445	0.07904464356
446	0.07903418319
447	0.07900039406
448	0.07898384363
449	0.07895332073
450	0.07891870274
451	0.07886292428
452	0.07885229657
453	0.07882523005
454	0.07879086204
455	0.07875247131
456	0.07867453896
457	0.07862559684
458	0.07858842167
459	0.0785671305
460	0.07855697689
461	0.07851666403
462	0.07850044935
463	0.07848832367
464	0.07847175322
465	0.07845717236
466	0.07840363986
467	0.07837601688
468	0.07833855257
469	0.07830715893
470	0.07829855872
471	0.07827127099
472	0.0782439756
473	0.07820952774
474	0.07818581522
475	0.07813969773
476	0.07811816709
477	0.07808858218
478	0.07800199453
479	0.07798412991
480	0.07797082543
481	0.07796434117
482	0.07794870777
483	0.07792404624
484	0.07790633754
485	0.07789473486
486	0.07782319142
487	0.07780023162
488	0.07777965082
489	0.0777723769
490	0.07772347552
491	0.07768764865
492	0.07764721095
493	0.07762282672
494	0.07758295414
495	0.07756985031
496	0.07755440896
497	0.07753420152
498	0.07751898483
499	0.07750793088
500	0.07747697077
501	0.07745715155
502	0.07740974856
503	0.07738115078
504	0.07735824464
505	0.07733447037
506	0.07731997012
507	0.07729197957
508	0.07725398579
509	0.07725076104
510	0.0772270425
511	0.07719629914
512	0.0771821298
513	0.07716799388
514	0.0771510833
515	0.07712389145
516	0.07710460657
517	0.07706531146
518	0.07704994031
519	0.07701391164
520	0.07698399011
521	0.07692244819
522	0.07690585174
523	0.07689489485
524	0.07686699965
525	0.07685177096
526	0.076831756
527	0.07681179263
528	0.07675380556
529	0.0767128581
530	0.07661051926
531	0.07659683594
532	0.07656393079
533	0.07653002293
534	0.07647155942
535	0.07644598933
536	0.0764296361
537	0.07641095253
538	0.07638990469
539	0.07635681048
540	0.07632551737
541	0.07631233032
542	0.07628157401
543	0.07625188544
544	0.07624506439
545	0.07621596603
546	0.07620231496
547	0.07618559038
548	0.07616649387
549	0.07612688714
550	0.07610781741
551	0.07607621753
552	0.07606521357
553	0.07604837897
554	0.07604147828
555	0.07602545964
556	0.0760053868
557	0.07597936783
558	0.07593726573
559	0.07591420009
560	0.07589332711
561	0.07586972353
562	0.0758431113
563	0.07583120216
564	0.07579222811
565	0.07577708045
566	0.07574400306
567	0.0757173401
568	0.07570654972
569	0.07568955634
570	0.07566772418
571	0.07565567782
572	0.07562801283
573	0.07560711254
574	0.07559398759
575	0.0755743597
576	0.07555643243
577	0.0755505034
578	0.07552942048
579	0.07551666831
580	0.07549843217
581	0.07549557502
582	0.07548410511
583	0.07547413359
584	0.07546041987
585	0.07541598172
586	0.07540425566
587	0.07537348318
588	0.0753663521
589	0.07534190034
590	0.07533270878
591	0.07531817615
592	0.07530160953
593	0.07527780569
594	0.0752684506
595	0.07526284437
596	0.07525031174
597	0.07522829608
598	0.07522300755
599	0.07517610276
600	0.07516404527
601	0.07512570685
602	0.07509861782
603	0.07508847804
604	0.07508050348
605	0.07505651627
606	0.07504510304
607	0.07503144546
608	0.07499890077
609	0.07497304724
610	0.07495936427
611	0.07494241277
612	0.0749370879
613	0.07485058231
614	0.07484388814
615	0.07483194589
616	0.07482439918
617	0.07477898805
618	0.07473884756
619	0.07471312214
620	0.07469533016
621	0.07468387231
622	0.07467746977
623	0.07465954778
624	0.07464909449
625	0.07462295916
626	0.07461246602
627	0.07459863249
628	0.07458421355
629	0.07457299097
630	0.07455610219
631	0.0745497839
632	0.07451667826
633	0.07451001144
634	0.07449359325
635	0.07447912245
636	0.0744720864
637	0.0744590687
638	0.07444792087
639	0.07443244214
640	0.07441579661
641	0.07440373284
642	0.07439566973
643	0.07437785299
644	0.07436043313
645	0.07435576308
646	0.07433448143
647	0.07432497644
648	0.07431889057
649	0.07427586525
650	0.07426908465
651	0.07424020142
652	0.07420033114
653	0.07418387544
654	0.07417555729
655	0.07417206093
656	0.07415809244
657	0.07414582624
658	0.07413787551
659	0.07412499582
660	0.07409253693
661	0.07406597777
662	0.07405762865
663	0.0740362661
664	0.07402182477
665	0.07398972279
666	0.07398431405
667	0.07397309502
668	0.07394015712
669	0.07393070703
670	0.07390132532
671	0.07389846782
672	0.07387981823
673	0.07385574851
674	0.07382717594
675	0.07380076839
676	0.07376124138
677	0.07374337572
678	0.07374200857
679	0.07373026538
680	0.073723021
681	0.07370677765
682	0.07369508796
683	0.07366336988
684	0.07364542305
685	0.07358709263
686	0.07357777702
687	0.07354679728
688	0.07353353091
689	0.07351352849
690	0.0734945197
691	0.07348493837
692	0.07345432636
693	0.07342567976
694	0.07340509015
695	0.07339889437
696	0.07333286893
697	0.07332123403
698	0.07329225605
699	0.07327678329
700	0.07324447421
701	0.07323330886
702	0.07320007658
703	0.07318289504
704	0.07315632971
705	0.07312568616
706	0.07312201685
707	0.07310408603
708	0.07308803664
709	0.0730635518
710	0.07304035519
711	0.07302075993
712	0.07299141885
713	0.07297485862
714	0.07296096215
715	0.07295297304
716	0.07294010769
717	0.07291925836
718	0.07291458704
719	0.07291103572
720	0.07290662329
721	0.07289864321
722	0.0728344229
723	0.07281810683
724	0.07276412334
725	0.07273611534
726	0.07265573213
727	0.0726404739
728	0.07263009481
729	0.07260981884
730	0.07259745575
731	0.07258839053
732	0.07258341439
733	0.07256399896
734	0.07254603984
735	0.07254052251
736	0.07250844462
737	0.07248527954
738	0.07246480939
739	0.07244697543
740	0.07243662141
741	0.07241770428
742	0.07240990393
743	0.07239035389
744	0.07237126895
745	0.07234873316
746	0.07234105376
747	0.07233340695
748	0.07231002364
749	0.07228203809
750	0.0722594101
751	0.07223708336
752	0.07222107793
753	0.07218190247
754	0.07215744007
755	0.07213450049
756	0.07211020921
757	0.07205852823
758	0.07205054337
759	0.07202593914
760	0.07200235285
761	0.07199264605
762	0.07196790663
763	0.07193386181
764	0.07189686126
765	0.0718849889
766	0.07186694932
767	0.07186372806
768	0.07183917741
769	0.07182173096
770	0.07181602045
771	0.0717783009
772	0.07176949011
773	0.07176294432
774	0.07174044029
775	0.07171565545
776	0.07169566334
777	0.07165869037
778	0.07164371131
779	0.0716207053
780	0.07161150522
781	0.07159578682
782	0.07155299067
783	0.07153921384
784	0.071525326
785	0.0715106496
786	0.07150097997
787	0.07147472955
788	0.07146077825
789	0.07144870253
790	0.07143556458
791	0.07142736906
792	0.07142233838
793	0.07139532154
794	0.07135152302
795	0.07134894969
796	0.07132815889
797	0.07131071865
798	0.07128183804
799	0.07125554953
800	0.07124356384
801	0.07123705052
802	0.07122219775
803	0.07120510973
804	0.07119224307
805	0.07112577157
806	0.07110821398
807	0.07110222962
808	0.07108968801
809	0.07108263169
810	0.07106444927
811	0.07105575478
812	0.070994191
813	0.07098506714
814	0.07096742356
815	0.0709227096
816	0.07091663187
817	0.07090610752
818	0.07089888582
819	0.07089043861
820	0.07087765503
821	0.07084696514
822	0.07083146332
823	0.07081909146
824	0.07080786223
825	0.0707964896
826	0.07077431358
827	0.07074740465
828	0.07073879616
829	0.07072694512
830	0.07070320193
831	0.07068457637
832	0.07067094387
833	0.07065599643
834	0.0706285142
835	0.07062198049
836	0.07061667809
837	0.0706028612
838	0.07059252317
839	0.07057050868
840	0.07055371442
841	0.07053769023
842	0.07052927484
843	0.07052067572
844	0.07050104582
845	0.07049668474
846	0.07049240697
847	0.07046412415
848	0.07044480871
849	0.07042748645
850	0.07041259238
851	0.07040160841
852	0.07039258294
853	0.07038968696
854	0.07037850519
855	0.07037264384
856	0.07036065887
857	0.0703421668
858	0.07034136417
859	0.07031676
860	0.07030346858
861	0.07029241393
862	0.07028590101
863	0.0702846532
864	0.07028046419
865	0.07026315557
866	0.0702399275
867	0.07023093589
868	0.0702214988
869	0.07020276435
870	0.07019233313
871	0.07017356593
872	0.07016228266
873	0.07015254534
874	0.07014553008
875	0.07013194933
876	0.07011676133
877	0.07009825476
878	0.07005441152
879	0.07004213703
